country,p0p1,p1p2,p2p3,p3p4,p4p5,p5p6,p6p7,p7p8,p8p9,p9p10,p10p11,p11p12,p12p13,p13p14,p14p15,p15p16,p16p17,p17p18,p18p19,p19p20,p20p21,p21p22,p22p23,p23p24,p24p25,p25p26,p26p27,p27p28,p28p29,p29p30,p30p31,p31p32,p32p33,p33p34,p34p35,p35p36,p36p37,p37p38,p38p39,p39p40,p40p41,p41p42,p42p43,p43p44,p44p45,p45p46,p46p47,p47p48,p48p49,p49p50,p50p51,p51p52,p52p53,p53p54,p54p55,p55p56,p56p57,p57p58,p58p59,p59p60,p60p61,p61p62,p62p63,p63p64,p64p65,p65p66,p66p67,p67p68,p68p69,p69p70,p70p71,p71p72,p72p73,p73p74,p74p75,p75p76,p76p77,p77p78,p78p79,p79p80,p80p81,p81p82,p82p83,p83p84,p84p85,p85p86,p86p87,p87p88,p88p89,p89p90,p90p91,p91p92,p92p93,p93p94,p94p95,p95p96,p96p97,p97p98,p98p99,p99p100
TJ (TJS),-21856.966,-7563.674,-3453.780,-2298.473,-1599.883,-1098.665,-722.934,-436.690,-217.200,-40.228,109.514,228.039,327.815,414.660,497.561,579.118,656.974,736.967,814.383,900.412,994.505,1104.856,1229.087,1352.083,1480.037,1621.892,1776.238,1937.062,2105.045,2285.475,2473.198,2660.524,2857.367,3063.067,3271.520,3490.328,3711.405,3926.975,4141.905,4354.192,4566.655,4792.094,5024.737,5259.979,5508.220,5768.093,6037.659,6301.542,6560.137,6825.781,7098.454,7383.706,7675.567,7975.690,8276.077,8576.046,8887.624,9220.110,9572.247,9929.715,10306.416,10702.813,11106.105,11523.034,11955.362,12409.016,12883.665,13367.258,13881.232,14429.397,14990.516,15575.450,16205.856,16882.812,17591.712,18331.675,19115.744,19960.287,20852.569,21785.829,22770.222,23835.842,25010.337,26276.545,27639.291,29125.386,30755.782,32572.821,34634.047,36969.598,39684.383,42912.195,46765.852,51474.626,57471.815,65269.960,76101.344,92606.947,123210.630,168994.909
TL (USD),-30992.784,-10733.593,-4915.817,-3278.100,-2284.301,-1570.022,-1034.979,-627.327,-314.775,-62.955,150.647,319.959,462.163,586.147,704.651,821.080,932.325,1046.237,1156.741,1279.688,1413.745,1570.466,1747.036,1922.273,2104.620,2306.520,2526.344,2755.796,2995.469,3252.770,3520.884,3788.701,4069.703,4363.295,4660.738,4972.847,5288.214,5596.026,5902.358,6204.689,6507.762,6829.054,7160.567,7495.784,7849.516,8219.839,8604.087,8980.483,9349.473,9728.388,10116.634,10522.805,10938.752,11366.549,11794.642,12222.291,12666.531,13140.545,13642.110,14151.378,14687.754,15252.127,15826.572,16420.422,17036.047,17681.446,18356.175,19043.495,19773.475,20551.598,21348.385,22178.946,23073.795,24034.561,25040.655,26090.891,27203.490,28400.226,29663.620,30985.822,32381.051,33890.044,35552.202,37343.825,39271.875,41371.903,43676.053,46244.762,49156.687,52457.599,56288.813,60838.455,66271.983,72911.136,81368.278,92363.763,107635.295,130914.249,174060.444,238604.499
TM (TMT),-67712.457,-23004.350,-9793.390,-6207.897,-4192.182,-2829.817,-1822.934,-1068.691,-487.006,-11.362,382.765,689.897,955.847,1185.654,1394.980,1602.247,1801.829,2011.927,2210.296,2423.850,2663.143,2955.935,3282.223,3595.936,3919.687,4285.171,4688.086,5090.486,5505.719,5960.368,6424.540,6886.983,7383.108,7900.264,8423.193,8974.838,9531.815,10069.158,10624.444,11183.259,11724.572,12298.721,12899.269,13507.281,14142.503,14810.633,15504.207,16176.932,16838.003,17521.649,18231.622,18976.930,19734.813,20518.912,21304.629,22086.706,22895.551,23761.534,24686.165,25630.430,26632.349,27680.523,28742.192,29847.284,30998.191,32214.584,33502.749,34819.264,36231.121,37752.549,39305.194,40926.487,42683.972,44570.701,46547.771,48602.350,50804.189,53210.794,55765.248,58438.613,61241.625,64313.970,67720.987,71405.426,75385.672,79838.988,84731.804,90128.429,96302.314,103256.401,111443.758,121284.360,132972.788,147249.719,165366.253,188946.627,221764.186,271581.568,364919.895,504647.887
TN (TND),-94849.775,-31339.718,-11950.583,-7052.317,-4559.078,-3044.330,-1984.358,-1216.464,-622.575,-133.885,270.645,588.401,868.390,1113.355,1314.607,1509.521,1706.853,1906.929,2086.618,2273.234,2483.176,2744.281,3034.136,3308.244,3587.057,3912.915,4285.493,4639.710,4995.756,5393.294,5795.798,6210.260,6657.719,7112.235,7571.783,8054.591,8545.830,9019.425,9534.252,10063.845,10546.458,11052.071,11595.648,12151.378,12721.875,13327.265,13956.635,14563.920,15172.773,15800.836,16455.101,17141.449,17839.820,18575.305,19315.168,20049.084,20800.709,21613.950,22487.371,23389.411,24356.467,25349.005,26351.999,27419.811,28534.473,29708.465,30967.532,32254.304,33643.596,35163.246,36717.787,38352.438,40130.251,42039.532,44042.056,46108.157,48369.367,50865.743,53510.182,56302.946,59233.255,62492.558,66118.689,70071.528,74374.990,79342.127,84829.448,90787.489,97635.483,105314.099,114374.559,125280.722,138173.139,153894.193,173659.825,199343.968,235334.438,290058.993,395198.368,554501.472
TO (TOP),-62339.738,-21234.414,-9130.194,-5825.995,-3950.808,-2671.812,-1722.950,-1010.231,-460.961,-12.417,359.784,649.921,900.550,1117.165,1315.945,1512.769,1701.842,1900.848,2089.318,2292.990,2520.818,2798.726,3108.767,3407.483,3716.133,4063.763,4446.009,4829.686,5226.381,5659.761,6102.850,6543.680,7015.854,7508.722,8007.159,8532.912,9063.557,9575.916,10102.949,10632.126,11147.194,11693.867,12264.472,12841.886,13446.015,14081.074,14740.137,15379.861,16007.846,16657.051,17330.790,18037.902,18757.131,19500.289,20244.878,20986.231,21753.433,22574.403,23450.308,24344.010,25291.480,26283.876,27289.441,28334.702,29422.857,30572.569,31788.654,33031.265,34362.713,35795.676,37258.176,38784.641,40438.547,42214.173,44074.685,46009.359,48079.187,50338.802,52737.032,55245.433,57876.383,60756.232,63948.454,67398.869,71124.145,75278.926,79842.179,84882.761,90645.167,97139.669,104780.385,113958.477,124865.953,138190.096,155107.823,177127.990,207762.040,254274.276,341271.113,471447.880
TR (TRY),-478905.062,-153155.604,-50568.893,-27181.828,-16747.831,-11361.329,-7977.531,-5651.892,-3892.982,-2462.076,-1227.695,-243.951,648.443,1498.751,2052.993,2515.416,3073.920,3531.382,3854.616,4160.211,4490.280,4895.236,5355.441,5779.312,6194.232,6755.409,7473.571,8125.848,8747.351,9426.006,10129.778,10969.031,11830.900,12626.584,13450.792,14284.722,15149.163,16023.768,17086.367,18195.380,19054.119,19922.402,20937.720,22000.668,23055.407,24218.693,25410.816,26550.169,27788.990,29025.765,30319.337,31667.746,33043.388,34573.827,36132.169,37661.874,39189.853,40922.513,42778.146,44747.274,46933.874,49049.331,51187.751,53645.593,56201.228,58816.290,61697.561,64630.668,67820.050,71424.058,75182.122,79213.679,83610.942,88360.953,93354.979,98438.731,104243.951,110776.405,117663.183,125061.020,132945.426,141974.516,152069.563,163378.101,175921.446,190921.251,207745.721,225699.601,246324.919,269444.322,296563.672,328931.177,367001.456,413146.822,469624.616,542502.395,646881.848,808248.835,1140182.290,1665291.162
TT (TTD),-104216.812,-34692.912,-13639.162,-8209.132,-5369.308,-3590.262,-2323.678,-1397.033,-680.172,-90.731,396.306,777.648,1112.168,1402.975,1649.989,1891.748,2132.066,2379.931,2606.562,2844.342,3112.148,3444.310,3813.177,4163.217,4520.951,4934.120,5400.889,5850.517,6306.137,6812.623,7326.018,7848.074,8411.811,8989.776,9573.929,10188.974,10812.992,11413.778,12057.327,12715.594,13327.055,13970.440,14655.982,15354.588,16075.443,16838.111,17630.838,18396.764,19159.137,19946.870,20767.166,21628.227,22503.990,23420.763,24341.810,25256.373,26196.067,27208.826,28295.127,29413.205,30607.885,31841.923,33089.581,34407.506,35782.912,37234.364,38785.387,40371.036,42080.323,43941.538,45843.206,47838.160,50006.243,52334.030,54774.732,57298.258,60042.569,63064.363,66268.338,69642.201,73179.092,77096.245,81450.894,86184.594,91325.699,97211.054,103700.912,110777.674,118904.456,128025.810,138789.475,151748.956,167086.828,185801.494,209404.146,240096.246,283001.449,348167.868,472335.561,659600.507
TV (AUD),-46999.709,-16008.952,-6882.978,-4391.861,-2978.201,-2014.025,-1298.759,-761.542,-347.466,-9.334,271.216,489.932,678.850,842.175,992.003,1140.341,1282.851,1432.898,1574.970,1728.479,1900.218,2109.689,2343.392,2568.551,2801.203,3063.216,3351.391,3640.573,3939.572,4266.267,4600.236,4932.540,5288.464,5659.944,6035.676,6431.960,6831.925,7218.131,7615.423,8014.292,8402.557,8814.617,9244.732,9679.974,10135.375,10614.045,11110.857,11593.076,12066.444,12555.806,13063.662,13596.672,14138.796,14699.019,15260.294,15819.115,16397.436,17016.250,17676.519,18350.197,19064.412,19812.501,20570.493,21358.417,22178.637,23045.352,23962.025,24898.725,25902.385,26982.602,28085.037,29235.764,30482.506,31821.055,33223.585,34681.988,36242.278,37945.647,39753.532,41644.504,43627.809,45798.805,48205.257,50806.368,53614.670,56746.862,60186.949,63986.860,68330.999,73226.991,78987.069,85906.157,94128.999,104173.706,116927.414,133527.659,156621.741,191685.859,257270.652,355407.981
TW (TWD),-381473.469,-130283.258,-56583.719,-36351.767,-24757.668,-16776.996,-10835.842,-6360.982,-2914.974,-104.811,2230.710,4052.268,5621.999,6979.096,8233.420,9475.097,10665.172,11917.048,13106.351,14396.098,15836.257,17586.702,19541.401,21429.951,23383.571,25578.330,27986.090,30415.597,32932.583,35675.787,38484.951,41276.976,44261.756,47380.678,50535.779,53862.777,57219.933,60464.604,63786.502,67113.754,70367.863,73823.587,77423.359,81064.089,84879.239,88887.019,93045.700,97085.285,101047.036,105141.095,109385.752,113839.686,118371.303,123048.650,127733.625,132399.695,137232.031,142400.107,147909.459,153525.424,159474.298,165712.693,172036.408,178601.026,185431.956,192646.385,200267.016,208051.692,216385.531,225342.784,234485.852,244025.098,254355.414,265446.378,277067.123,289158.691,302072.708,316151.996,331092.269,346710.866,363100.051,381014.225,400861.583,422304.445,445441.552,471160.677,499399.108,530638.418,566322.498,606566.107,653868.877,710646.645,778162.716,860643.381,965430.071,1101816.910,1291487.526,1579551.191,2117458.118,2922089.401
TZ (TZS),-19896.253,-6644.162,-2645.246,-1605.148,-1055.040,-706.121,-456.048,-272.371,-130.303,-13.543,82.905,158.329,224.375,281.680,330.972,379.371,427.170,476.746,522.352,570.403,624.517,691.542,765.991,836.760,909.205,992.522,1086.229,1176.993,1269.253,1371.599,1475.420,1580.535,1694.001,1810.717,1928.677,2052.953,2178.919,2300.172,2429.294,2561.061,2684.350,2814.278,2952.264,3092.707,3237.917,3391.385,3550.881,3705.065,3858.141,4016.383,4181.136,4354.101,4529.989,4713.712,4898.208,5081.478,5270.005,5472.916,5690.433,5914.023,6152.632,6399.686,6649.518,6912.683,7187.267,7477.208,7786.599,8102.919,8443.660,8814.046,9192.339,9588.843,10019.618,10482.090,10966.941,11468.662,12012.929,12611.589,13246.539,13914.414,14614.406,15388.353,16248.442,17182.470,18195.940,19352.130,20626.216,22017.984,23615.564,25409.473,27526.193,30074.669,33092.399,36775.316,41425.470,47473.829,55921.657,68748.611,93113.729,129800.978
UA (UAH),-38366.178,-13357.687,-6233.730,-4201.053,-2938.339,-2026.312,-1352.023,-838.079,-443.872,-128.053,145.072,366.420,548.714,708.603,863.251,1014.913,1160.430,1305.894,1448.283,1608.904,1781.261,1975.413,2194.255,2416.005,2646.898,2900.828,3177.672,3470.766,3776.925,4103.460,4449.440,4799.150,5161.322,5538.144,5920.186,6318.713,6722.868,7119.622,7511.444,7897.121,8285.313,8694.907,9116.744,9544.591,9995.759,10467.471,10957.231,11441.192,11917.924,12404.463,12899.375,13416.113,13949.194,14497.814,15047.595,15598.197,16171.179,16781.048,17423.360,18076.257,18761.654,19481.371,20216.109,20976.421,21763.319,22583.809,23436.296,24304.014,25221.146,26194.694,27195.083,28238.725,29358.287,30559.412,31815.390,33126.587,34513.851,35989.445,37538.282,39166.820,40891.664,42742.595,44767.641,46948.047,49294.968,51836.579,54628.402,57743.585,61257.254,65250.625,69828.579,75202.771,81631.170,89489.525,99509.923,112533.089,130603.781,158186.973,209162.989,285143.295
UG (UGX),-25477.566,-8406.133,-3186.503,-1873.224,-1208.276,-806.723,-526.736,-324.309,-167.754,-38.942,67.742,151.622,225.584,290.386,343.255,394.341,446.269,498.694,545.600,594.197,648.865,716.863,792.380,863.712,936.221,1021.177,1118.569,1210.932,1303.600,1407.160,1511.990,1620.245,1737.095,1855.528,1975.310,2101.085,2229.122,2352.606,2487.276,2625.939,2751.793,2883.522,3025.405,3170.579,3319.449,3477.518,3641.849,3800.390,3959.587,4123.731,4294.716,4474.077,4656.613,4849.081,5042.745,5234.803,5431.381,5644.252,5872.923,6109.247,6362.800,6622.667,6885.272,7165.292,7457.629,7765.373,8095.646,8433.162,8797.691,9196.783,9605.172,10034.813,10502.133,11004.058,11530.539,12073.500,12668.505,13325.726,14021.813,14757.351,15529.311,16388.690,17344.958,18387.997,19524.138,20837.569,22289.107,23863.863,25674.099,27703.574,30098.123,32980.189,36386.366,40539.304,45757.200,52536.420,62040.899,76496.709,104318.864,146517.290
US (USD),-2051.323,-794.535,-534.595,-479.504,-421.382,-369.443,-333.210,-296.235,-258.270,-223.768,-196.748,-175.416,-148.458,-119.335,-98.127,-80.257,-58.122,-33.945,-7.853,11.624,32.214,63.934,98.683,131.516,156.928,189.328,245.286,318.741,387.931,432.512,1430.720,2443.273,3967.049,6950.544,8471.600,9992.161,12966.072,14487.313,16024.630,19052.582,22102.917,25124.809,26648.400,28172.176,31190.977,34200.812,35724.464,37244.902,40223.265,41745.062,43272.734,46293.822,49340.014,53940.527,58542.153,61590.262,64634.228,69228.187,73824.991,78425.442,84579.410,90726.763,96869.663,103015.655,109163.750,115316.915,123028.666,132291.833,143109.939,153936.826,164758.023,177126.617,189500.404,201872.275,214243.713,228153.272,242079.278,256031.810,273086.244,291687.332,311821.471,331986.958,352176.065,373925.429,398784.425,426832.690,456454.506,492249.273,534305.595,579466.726,629409.597,687263.689,756022.328,845064.244,960614.387,1112125.994,1318400.798,1618356.984,2201800.033,3018418.001
UY (UYU),-3251.042,-1607.778,-1586.635,-1577.898,-1566.230,-1553.997,-1540.682,-1529.943,-1522.742,-1514.821,-1501.161,-1482.860,-1466.194,-1441.915,-1408.817,-1370.099,-1340.766,-1318.709,-1297.397,-1282.650,-1100.292,-791.927,-476.448,452.896,2046.203,3432.606,4351.285,5012.932,5509.361,6213.570,6718.912,6747.568,7069.533,7691.935,8331.554,8692.337,8744.815,8960.336,9283.723,9723.395,10379.335,10731.407,10757.332,10937.834,11519.114,11998.351,12287.395,12612.631,12891.566,13429.311,15437.802,17099.979,17124.862,17139.630,17288.146,17848.712,18698.768,19305.142,20201.909,21021.119,21129.229,21157.787,21184.645,21351.122,21945.538,23382.484,24834.884,25297.924,25401.079,26038.305,27198.203,28541.651,29966.349,31167.784,31682.732,32191.068,33291.473,34743.778,36826.110,39357.381,41537.355,42655.740,44911.170,49379.921,53099.016,57689.405,62884.507,68417.820,77019.272,87144.996,103391.187,122456.081,139912.945,161753.620,191184.950,232789.128,290972.432,383154.032,563413.033,833932.708
UZ (UZS),-35650.247,-12277.203,-5503.242,-3614.169,-2495.961,-1704.653,-1111.024,-660.343,-314.235,-33.714,201.379,385.770,542.851,679.083,807.656,934.547,1055.661,1181.845,1303.016,1436.218,1583.482,1759.485,1956.903,2149.945,2350.363,2573.776,2817.324,3067.727,3328.644,3610.580,3901.500,4190.599,4496.968,4817.623,5142.302,5484.017,5828.850,6163.664,6500.980,6835.942,7168.478,7521.832,7887.644,8257.315,8646.553,9054.570,9477.762,9890.352,10294.295,10710.650,11140.276,11590.431,12049.476,12521.913,12994.815,13466.423,13955.801,14478.451,15033.722,15598.091,16194.183,16821.095,17457.732,18116.491,18800.661,19521.174,20278.366,21050.811,21874.597,22756.049,23656.812,24595.770,25610.212,26699.548,27840.667,29030.454,30294.554,31664.598,33115.978,34632.196,36227.158,37961.441,39878.358,41946.595,44174.334,46622.236,49307.883,52293.279,55691.377,59533.542,64027.232,69398.600,75800.259,83621.922,93575.104,106524.493,124517.288,151889.298,202763.152,278854.120
VC (XCD),-34842.206,-11871.514,-5109.976,-3263.101,-2213.866,-1497.478,-965.815,-566.348,-258.515,-7.129,201.442,364.072,504.523,625.881,737.358,847.751,953.725,1065.327,1171.009,1285.279,1413.057,1568.891,1742.736,1910.326,2083.504,2278.442,2492.767,2708.009,2930.629,3173.761,3422.395,3669.696,3934.548,4211.031,4490.682,4785.592,5083.295,5370.742,5666.278,5962.938,6251.803,6558.469,6878.476,7202.276,7541.085,7897.278,8266.895,8625.672,8977.821,9341.894,9719.682,10116.188,10519.448,10936.132,11353.566,11769.208,12199.400,12659.691,13150.748,13651.728,14182.766,14739.109,15302.831,15888.731,16498.645,17143.036,17824.530,18520.865,19266.936,20069.746,20889.148,21744.320,22670.822,23665.569,24707.842,25791.720,26951.098,28216.617,29559.761,30964.481,32437.945,34050.527,35837.954,37769.875,39855.505,42180.806,44734.606,47555.968,50781.131,54416.309,58692.625,63829.032,69933.631,77390.795,86859.841,99184.766,116330.262,142363.321,191046.775,263890.690
VE (VEF),-11330.679,-3772.185,-1483.464,-893.049,-584.186,-390.627,-252.806,-151.967,-73.952,-9.807,43.195,84.690,121.092,152.735,179.618,205.937,232.089,259.073,283.743,309.632,338.790,374.954,415.118,453.232,492.185,537.166,587.981,636.933,686.545,741.688,797.588,854.426,915.799,978.725,1042.327,1109.295,1177.235,1242.645,1312.702,1384.357,1450.928,1520.977,1595.613,1671.670,1750.148,1833.176,1919.482,2002.866,2085.861,2171.612,2260.915,2354.653,2449.990,2549.785,2650.048,2749.606,2851.898,2962.144,3080.393,3202.099,3332.134,3466.465,3602.278,3745.728,3895.436,4053.423,4222.244,4394.831,4580.874,4783.446,4990.414,5207.536,5443.492,5696.832,5962.463,6237.109,6535.765,6864.614,7213.291,7580.442,7965.333,8391.590,8865.447,9380.540,9939.951,10580.286,11286.387,12056.373,12940.596,13933.040,15104.184,16514.234,18183.094,20219.373,22787.578,26127.210,30795.651,37886.234,51395.514,71768.828
VG (USD),-105594.692,-36004.828,-15541.272,-9942.844,-6753.726,-4570.817,-2949.177,-1729.817,-790.291,-23.514,613.174,1109.508,1537.922,1908.171,2248.937,2586.281,2910.085,3250.850,3573.999,3923.573,4314.424,4790.593,5321.943,5834.438,6364.259,6960.326,7615.213,8273.813,8955.345,9699.263,10460.217,11217.021,12027.040,12872.876,13728.393,14630.720,15541.345,16420.886,17324.013,18229.979,19113.451,20051.303,21029.485,22019.023,23055.078,24143.840,25273.731,26370.719,27447.177,28559.889,29714.241,30925.666,32157.984,33430.777,34705.828,35975.491,37289.852,38696.011,40195.787,41725.411,43346.614,45045.492,46767.155,48555.793,50417.592,52384.438,54463.756,56588.136,58863.717,61311.537,63809.879,66417.125,69241.527,72273.766,75450.946,78755.594,82288.680,86143.824,90235.268,94513.730,99001.994,103912.194,109354.034,115234.917,121582.723,128653.556,136418.441,145000.552,154808.794,165865.733,178869.863,194486.335,213049.436,235726.040,264525.142,302009.946,354150.657,433324.837,581316.862,802732.128
VN (VND),-70512.389,-24355.448,-11042.275,-7311.387,-5074.452,-3477.279,-2278.654,-1366.534,-666.748,-101.312,375.016,750.408,1068.095,1344.183,1606.588,1865.034,2111.702,2366.752,2612.813,2884.984,3184.107,3537.961,3935.726,4327.355,4734.457,5186.843,5679.274,6189.613,6722.277,7295.781,7890.217,8482.087,9106.305,9759.267,10420.708,11115.869,11817.798,12501.009,13184.945,13861.812,14537.262,15254.578,15995.633,16744.671,17534.549,18361.850,19219.926,20058.390,20879.455,21724.257,22593.434,23503.321,24432.829,25388.836,26345.670,27300.555,28292.086,29350.495,30472.996,31612.886,32815.271,34080.487,35366.616,36696.563,38076.513,39526.907,41047.302,42597.148,44246.781,46008.567,47810.524,49688.753,51715.290,53891.471,56170.766,58548.956,61071.355,63795.873,66678.081,69690.514,72864.197,76306.410,80105.388,84202.300,88612.785,93436.735,98728.793,104621.205,111315.391,118893.736,127727.835,138257.520,150819.855,166169.253,185712.050,211129.780,246439.085,300206.981,399990.878,549266.365
VU (VUV),-26683.950,-9085.212,-3899.881,-2485.752,-1684.482,-1138.791,-734.218,-430.461,-196.336,-5.096,153.546,277.200,384.074,476.426,561.073,644.887,725.428,810.225,890.481,977.144,1074.135,1192.498,1324.516,1451.676,1583.039,1731.033,1893.846,2057.126,2225.893,2410.340,2598.863,2786.471,2987.476,3197.235,3409.372,3633.131,3858.988,4077.027,4301.488,4526.954,4746.228,4978.935,5221.917,5467.810,5725.021,5995.424,6276.072,6548.435,6815.850,7092.327,7379.277,7680.458,7986.783,8303.375,8620.574,8936.371,9263.166,9612.877,9986.043,10366.852,10770.624,11193.466,11621.890,12067.315,12531.060,13021.070,13539.471,14069.191,14636.886,15247.982,15871.659,16522.665,17228.088,17985.415,18778.964,19604.051,20487.019,21451.153,22474.453,23544.866,24667.511,25896.630,27259.171,28732.050,30322.403,32097.078,34046.338,36198.954,38660.158,41433.749,44697.278,48617.900,53276.833,58967.915,66193.187,75597.640,88681.784,108546.896,145713.196,201330.260
WO (EUR),-104494.065,-31592.268,-8037.668,-3702.456,-1678.413,-814.844,-383.986,-121.898,34.057,160.760,321.857,485.905,674.231,867.953,1028.797,1207.935,1422.225,1649.330,1845.664,2062.737,2323.814,2566.345,2829.108,3156.023,3446.858,3718.642,4018.750,4322.483,4687.586,5074.691,5406.159,5770.588,6292.573,6657.508,6796.772,7074.203,7472.858,7911.724,8387.597,8890.868,9428.786,9982.975,10542.558,11012.278,11465.221,12052.034,12733.431,13347.303,13971.039,14665.587,15346.984,16074.577,16824.425,17603.695,18378.833,19125.984,20022.936,20994.578,22038.296,23183.680,24112.582,25022.347,26250.093,27446.731,28704.571,30207.303,31664.260,33197.256,34775.183,36456.800,38076.118,39875.333,42308.906,44755.544,46908.651,49313.730,52418.836,55791.257,58999.547,62556.670,66740.647,71020.895,75636.320,81060.857,87011.341,93424.969,100749.037,109741.824,120392.792,132634.922,148983.137,167697.316,190326.808,220523.573,257393.527,307408.380,375533.992,471809.650,642627.752,867764.895
